"date","trait","intensity","n_genotypes","n_selected","n_retained","coincidence","retention"
"2017-04-20","ExG",0.1,232,24,116,0.125,0.208333333333333
"2017-04-20","ExG",0.2,232,47,116,0.191489361702128,0.361702127659574
"2017-04-20","GLI",0.1,232,24,116,0.125,0.208333333333333
"2017-04-20","GLI",0.2,232,47,116,0.170212765957447,0.361702127659574
"2017-04-20","VARI",0.1,232,24,116,0.0416666666666667,0.25
"2017-04-20","VARI",0.2,232,47,116,0.25531914893617,0.425531914893617
"2017-04-20","canopy_cover",0.1,232,24,116,0.0416666666666667,0.458333333333333
"2017-04-20","canopy_cover",0.2,232,47,116,0.212765957446809,0.595744680851064
