"plot_id","genotype","environment","replicate","range","row","yield"
"CS17-DG2F-334","NILASQ4G31I11S3/LH123HT","DG2F",6,14,347,12.03253753
"CS17-DG2F-335","NILASQ4G31I07S3/LH123HT","DG2F",6,14,345,9.953563388
"CS17-DG2F-336","NILASQ4G31I04S2/LH123HT","DG2F",6,14,343,11.44865605
"CS17-DG2F-337","DKB 64-69","DG2F",6,15,343,14.33029534
"CS17-DG2F-338","2369/LH123HT","DG2F",6,15,345,11.68877545
"CS17-DG2F-339","NILASQ4G31I05S3/LH123HT","DG2F",6,15,347,11.20558394
"CS17-DG2F-340","NILASQ4G31I09S2/LH123HT","DG2F",6,15,349,12.52022412
"CS17-DG2F-341","NILASQ4G31I03S2/LH123HT","DG2F",6,15,351,10.82769001
"CS17-DG2F-342","NILASQ4G31I01S2/LH123HT","DG2F",6,15,353,9.533893591
"CS17-DG2F-343","NILASQ4G31I02S3/LH123HT","DG2F",6,15,355,12.44794288
"CS17-DG2F-344","NILASQ4G31I08S2/LH123HT","DG2F",6,15,357,11.11472345
"CS17-DG2F-345","NILASQ4G31I06S2/LH123HT","DG2F",6,15,359,10.89975457
"CS17-DG2F-346","NILASQ4G31I12S2/LH123HT","DG2F",6,15,361,10.97621238
"CS17-DG2F-347","2369/LH123HT","DG2F",6,15,363,11.16822736
"CS17-DG2F-348","NILASQ4G71I06S2/LH123HT","DG2F",6,15,365,12.16635543
"CS17-DG2F-349","NILASQ4G71I10S2/LH123HT","DG2F",6,15,367,12.05997442
"CS17-DG2F-350","NILASQ4G71I02S2/LH123HT","DG2F",6,15,369,11.99935426
"CS17-DG2F-351","2369/LH123HT","DG2F",6,15,371,12.27738265
"CS17-DG2F-352","NILASQ4G71I04S2/LH123HT","DG2F",6,15,373,11.99648339
"CS17-DG2F-353","NILASQ4G71I03S2/LH123HT","DG2F",6,15,375,11.33323558
"CS17-DG2F-354","NILASQ4G71I01S2/LH123HT","DG2F",6,15,377,11.36031675
"CS17-DG2F-355","NILASQ4G71I05S2/LH123HT","DG2F",6,15,379,9.942490054
"CS17-DG2F-356","NILASQ4G71I09S2/LH123HT","DG2F",6,15,381,12.17742876
"CS17-DG2F-357","NILASQ4G71I12S3/LH123HT","DG2F",6,15,383,10.96625921
"CS17-DG2F-358","NILASQ4G71I08S3/LH123HT","DG2F",6,15,385,11.23553691
"CS17-DG2F-359","NILASQ4G71I11S3/LH123HT","DG2F",6,15,387,11.90101018
"CS17-DG2F-360","NILASQ4G71I07S2/LH123HT","DG2F",6,15,389,12.41107919
"CS17-DG2F-361","NILASQ4G51I05S3/LH123HT","DG2F",6,15,391,10.47220919
"CS17-DG2F-362","NILASQ4G51I10S2/LH123HT","DG2F",6,15,393,11.47783061
"CS17-DG2F-363","NILASQ4G51I09S3/LH123HT","DG2F",6,15,395,9.856431543
"CS17-DG2F-364","NILASQ4G51I01S2/LH123HT","DG2F",6,15,397,10.27105478
"CS17-DG2F-365","2369/LH123HT","DG2F",6,16,397,10.03641205
"CS17-DG2F-366","NILASQ4G51I04S3/LH123HT","DG2F",6,16,395,10.76100821
"CS17-DG2F-367","2369/LH123HT","DG2F",6,16,393,10.84116689
"CS17-DG2F-368","NILASQ4G51I08S3/LH123HT","DG2F",6,16,391,10.8035834
"CS17-DG2F-369","NILASQ4G51I11S2/LH123HT","DG2F",6,16,389,11.41534583
"CS17-DG2F-370","NILASQ4G51I02S3/LH123HT","DG2F",6,16,387,12.15236938
"CS17-DG2F-371","NILASQ4G51I12S2/LH123HT","DG2F",6,16,385,11.83299663
"CS17-DG2F-372","NILASQ4G51I03S2/LH123HT","DG2F",6,16,383,11.14393429
"CS17-DG2F-373","NILASQ4G51I06S2/LH123HT","DG2F",6,16,381,9.869640124
"CS17-DG2F-374","NILASQ4G51I07S3/LH123HT","DG2F",6,16,379,11.12507698
"CS17-DG2F-375","NILASQ4G21I05S2/LH123HT","DG2F",6,16,377,11.61472537
"CS17-DG2F-376","NILASQ4G21I10S2/LH123HT","DG2F",6,16,375,11.22422735
"CS17-DG2F-377","NILASQ4G21I12S2/LH123HT","DG2F",6,16,373,10.70910155
"CS17-DG2F-378","NILASQ4G21I09S2/LH123HT","DG2F",6,16,371,10.90121279
"CS17-DG2F-379","2369/LH123HT","DG2F",6,16,369,11.89018329
"CS17-DG2F-380","NILASQ4G21I07S2/LH123HT","DG2F",6,16,367,11.27704866
"CS17-DG2F-381","NILASQ4G21I04S2/LH123HT","DG2F",6,16,365,11.26303099
"CS17-DG2F-382","NILASQ4G21I06S2/LH123HT","DG2F",6,16,363,10.2461879
"CS17-DG2F-383","NILASQ4G21I01S2/LH123HT","DG2F",6,16,361,10.78474283
"CS17-DG2F-384","NILASQ4G21I08S2/LH123HT","DG2F",6,16,359,12.08906389
"CS17-DG2F-385","NILASQ4G21I03S2/LH123HT","DG2F",6,16,357,11.37173883
"CS17-DG2F-386","2369/LH123HT","DG2F",6,16,355,11.57854802
"CS17-DG2F-387","NILASQ4G21I02S2/LH123HT","DG2F",6,16,353,9.201832125
"CS17-DG2F-388","NILASQ4G21I11S2/LH123HT","DG2F",6,16,351,11.75225531
"CS17-DG2F-389","NILASQ4G61I08S2/LH123HT","DG2F",6,16,349,11.5540457
"CS17-DG2F-390","NILASQ4G61I02S3/LH123HT","DG2F",6,16,347,11.53635784
"CS17-DG2F-391","NILASQ4G61I11S2/LH123HT","DG2F",6,16,345,12.05792101
"CS17-DG2F-392","NILASQ4G61I07S3/LH123HT","DG2F",6,16,343,12.6448347
"CS17-DG2F-393","NILASQ4G61I10S3/LH123HT","DG2F",6,17,343,11.54440547
"CS17-DG2F-394","NILASQ4G61I03S3/LH123HT","DG2F",6,17,345,11.38328692
"CS17-DG2F-395","NILASQ4G61I12S2/LH123HT","DG2F",6,17,347,11.48021045
"CS17-DG2F-396","NILASQ4G61I04S3/LH123HT","DG2F",6,17,349,11.753714
"CS17-DG2F-397","NILASQ4G61I01S2/LH123HT","DG2F",6,17,351,11.22417574
"CS17-DG2F-398","NILASQ4G61I06S3/LH123HT","DG2F",6,17,353,9.67713736
"CS17-DG2F-399","NILASQ4G61I05S3/LH123HT","DG2F",6,17,355,12.39645982
"CS17-DG2F-400","2369/LH123HT","DG2F",6,17,357,11.45384397
"CS17-DG2F-401","2369/LH123HT","DG2F",6,17,359,10.36192363
"CS17-DG2F-402","NILASQ4G61I09S2/LH123HT","DG2F",6,17,361,11.51973482
"CS17-DG2F-403","NILASQ4G11I10S2/LH123HT","DG2F",6,17,363,11.18030369
"CS17-DG2F-404","2369/LH123HT","DG2F",6,17,365,11.12949069
"CS17-DG2F-405","NILASQ4G11I05S2/LH123HT","DG2F",6,17,367,12.01699236
"CS17-DG2F-406","NILASQ4G11I12S3/LH123HT","DG2F",6,17,369,11.22691036
"CS17-DG2F-407","NILASQ4G11I06S3/LH123HT","DG2F",6,17,371,11.11697494
"CS17-DG2F-408","NILASQ4G11I04S2/LH123HT","DG2F",6,17,373,11.5882738
"CS17-DG2F-409","NILASQ4G11I11S2/LH123HT","DG2F",6,17,375,12.36916568
"CS17-DG2F-410","NILASQ4G11I07S3/LH123HT","DG2F",6,17,377,10.08578637
"CS17-DG2F-411","NILASQ4G11I02S2/LH123HT","DG2F",6,17,379,12.93768334
"CS17-DG2F-412","2369/LH123HT","DG2F",6,17,381,11.29968636
"CS17-DG2F-413","NILASQ4G11I09S2/LH123HT","DG2F",6,17,383,12.71761117
"CS17-DG2F-414","NILASQ4G11I01S3/LH123HT","DG2F",6,17,385,11.87160404
"CS17-DG2F-415","NILASQ4G11I08S3/LH123HT","DG2F",6,17,387,12.54093768
"CS17-DG2F-416","NILASQ4G11I03S2/LH123HT","DG2F",6,17,389,11.94555833
"CS17-DG2F-417","PHHB9/LH210","DG2F",6,17,391,10.40559574
"CS17-DG2F-418","PHV63/PH210","DG2F",6,17,393,11.38998421
"CS17-DG2F-419","PHV63/PHW30","DG2F",6,17,395,9.640598705
"CS17-DG2F-420","LH195/PHR03","DG2F",6,17,397,11.98015657
"CS17-DG2F-421","PHHB9/PHM49","DG2F",6,18,397,9.874828046
"CS17-DG2F-422","PHP38/PHW53","DG2F",6,18,395,10.12158754
"CS17-DG2F-423","LH195/PHM57","DG2F",6,18,393,12.36866768
"CS17-DG2F-424","LH195/PHJ65","DG2F",6,18,391,11.35681861
"CS17-DG2F-425","PHP38/LH210","DG2F",6,18,389,9.462848762
"CS17-DG2F-426","PHV63/PHN82","DG2F",6,18,387,10.56078099
"CS17-DG2F-427","PHP38/LH185","DG2F",6,18,385,7.710254811
"CS17-DG2F-428","PHW52/PHW30","DG2F",6,18,383,11.90503887
"CS17-DG2F-429","PHHB9/PHW53","DG2F",6,18,381,9.14473847
"CS17-DG2F-430","LH195/PHN82","DG2F",6,18,379,11.76398243
"CS17-DG2F-431","PHW52/Q381","DG2F",6,18,377,7.539896392
"CS17-DG2F-432","PHHB9/PHR63","DG2F",6,18,375,10.35406154
"CS17-DG2F-433","PHW52/PHR03","DG2F",6,18,373,12.9051971
"CS17-DG2F-434","PHHB9/PHN47","DG2F",6,18,371,12.17451512
"CS17-DG2F-435","PHP38/PHR63","DG2F",6,18,369,10.50411373
"CS17-DG2F-436","LH195/PHM49","DG2F",6,18,367,11.75160804
"CS17-DG2F-437","LH195/LH185","DG2F",6,18,365,10.86227988
"CS17-DG2F-438","PHHB9/PHP60","DG2F",6,18,363,11.77412671
"CS17-DG2F-439","PHP38/PHJ65","DG2F",6,18,361,10.56302365
"CS17-DG2F-440","PHHB9/PHR55","DG2F",6,18,359,13.31599297
"CS17-DG2F-441","PHV63/Q381","DG2F",6,18,357,5.787457748
"CS17-DG2F-442","PHW52/NK787","DG2F",6,18,355,12.52913338
"CS17-DG2F-443","PHP38/PHR55","DG2F",6,18,353,10.17972557
"CS17-DG2F-444","PHW52/PHZ51","DG2F",6,18,351,8.965739558
"CS17-DG2F-445","PHW52/LH185","DG2F",6,18,349,11.34300275
"CS17-DG2F-446","PHHB9/LH185","DG2F",6,18,347,9.148231495
"CS17-DG2F-447","LH195/LH123HT","DG2F",6,18,345,13.68677949
"CS17-DG2F-448","PHV63/LH123HT","DG2F",6,18,343,9.290896813
"CS17-DG2F-449","PHV63/PHP60","DG2F",6,19,343,11.77081968
"CS17-DG2F-450","PHV63/PHR03","DG2F",6,19,345,11.27511894
"CS17-DG2F-451","LH195/PHR63","DG2F",6,19,347,12.30844044
"CS17-DG2F-452","PHW52/PHN82","DG2F",6,19,349,10.47286158
"CS17-DG2F-453","PHV63/PHR63","DG2F",6,19,351,10.7825941
"CS17-DG2F-454","PHW52/PHR63","DG2F",6,19,353,10.06435253
"CS17-DG2F-455","LH195/LH210","DG2F",6,19,355,12.8936132
"CS17-DG2F-456","PHW52/LH210","DG2F",6,19,357,12.21286399
"CS17-DG2F-457","LH195/PHR55","DG2F",6,19,359,13.26861581
"CS17-DG2F-458","PHV63/PHJ65","DG2F",6,19,361,11.27381649
"CS17-DG2F-459","PHHB9/PHW30","DG2F",6,19,363,9.864556824
"CS17-DG2F-460","PHV63/PHR55","DG2F",6,19,365,12.30362869
"CS17-DG2F-461","LH195/PHW53","DG2F",6,19,367,11.13325434
"CS17-DG2F-462","PHHB9/Q381","DG2F",6,19,369,8.838524085
"CS17-DG2F-463","PHP38/LH123HT","DG2F",6,19,371,9.297030996
"CS17-DG2F-464","LH195/PHN47","DG2F",6,19,373,11.93342202
"CS17-DG2F-465","LH195/PHW30","DG2F",6,19,375,10.54017902
"CS17-DG2F-466","PHHB9/PHZ51","DG2F",6,19,377,8.750134566
"CS17-DG2F-467","PHHB9/PHM57","DG2F",6,19,379,10.33221061
"CS17-DG2F-468","PHP38/Q381","DG2F",6,19,381,8.149609606
"CS17-DG2F-469","LH195/PHZ51","DG2F",6,19,383,10.09307373
"CS17-DG2F-470","LH195/PHP60","DG2F",6,19,385,13.48131924
"CS17-DG2F-471","PHHB9/NK787","DG2F",6,19,387,11.83451112
"CS17-DG2F-472","PHHB9/PHR03","DG2F",6,19,389,12.62301121
"CS17-DG2F-473","PHP38/PHN82","DG2F",6,19,391,8.265069601
"CS17-DG2F-474","PHHB9/PHJ65","DG2F",6,19,393,11.95520042
"CS17-DG2F-475","PHW52/PHN47","DG2F",6,19,395,11.15627705
"CS17-DG2F-476","PHP38/PHW30","DG2F",6,19,397,8.065225069
"CS17-DG2F-477","PHW52/PHJ65","DG2F",6,20,397,10.89620574
"CS17-DG2F-478","PHV63/PHZ51","DG2F",6,20,395,8.750696277
"CS17-DG2F-479","PHHB9/PHN82","DG2F",6,20,393,11.2031604
"CS17-DG2F-480","PHW52/PHP60","DG2F",6,20,391,9.780919065
"CS17-DG2F-481","LH195/NK787","DG2F",6,20,389,13.08089549
"CS17-DG2F-482","PHV63/PHM57","DG2F",6,20,387,10.31954049
"CS17-DG2F-483","PHP38/PHP60","DG2F",6,20,385,7.387242102
"CS17-DG2F-484","PHV63/PHN47","DG2F",6,20,383,11.91469212
"CS17-DG2F-485","PHP38/PHN47","DG2F",6,20,381,9.281161728
"CS17-DG2F-486","PHP38/PHM57","DG2F",6,20,379,10.1022857
"CS17-DG2F-487","PHHB9/LH123HT","DG2F",6,20,377,11.67809829
"CS17-DG2F-488","PHW52/PHR55","DG2F",6,20,375,12.38550646
"CS17-DG2F-489","PHW52/PHM57","DG2F",6,20,373,11.91641631
"CS17-DG2F-490","PHV63/PHW53","DG2F",6,20,371,10.49145756
"CS17-DG2F-491","PHP38/PHM49","DG2F",6,20,369,11.71246868
"CS17-DG2F-492","PHP38/PHR03","DG2F",6,20,367,12.19223273
"CS17-DG2F-493","PHV63/PGM49","DG2F",6,20,365,10.17301573
"CS17-DG2F-494","PHV63/NK787","DG2F",6,20,363,10.12308203
"CS17-DG2F-495","PHW52/PHW53","DG2F",6,20,361,9.814657535
"CS17-DG2F-496","LH195/Q381","DG2F",6,20,359,9.043092942
"CS17-DG2F-497","DKB 64-69 (2016)","DG2F",2,20,357,14.51231903
"CS17-DG2F-498","REV28HR20 (2016)","DG2F",6,20,355,16.18433581
"CS17-DG2F-499","G6611 VTTP (2017)","DG2F",2,20,353,13.82377236
"CS17-DG2F-500","G7601VTTP (2017)","DG2F",6,20,351,14.19409156
"CS17-G2FE-001","NILASQ4G31I11S3/LH123HT","G2FE",1,3,255,10.84734246
"CS17-G2FE-002","2369/LH123HT","G2FE",1,3,257,9.07349416
"CS17-G2FE-003","NILASQ4G31I06S2/LH123HT","G2FE",1,3,259,10.54087512
"CS17-G2FE-004","NILASQ4G31I08S2/LH123HT","G2FE",1,3,261,10.9310867
"CS17-G2FE-005","NILASQ4G31I03S2/LH123HT","G2FE",1,3,263,11.25939893
"CS17-G2FE-006","NILASQ4G31I07S3/LH123HT","G2FE",1,3,265,11.04484901
"CS17-G2FE-007","NILASQ4G31I12S2/LH123HT","G2FE",1,3,267,11.56325069
"CS17-G2FE-008","NILASQ4G31I05S3/LH123HT","G2FE",1,3,269,10.91767306
"CS17-G2FE-009","NILASQ4G31I09S2/LH123HT","G2FE",1,3,271,11.44434464
"CS17-G2FE-010","NILASQ4G31I04S2/LH123HT","G2FE",1,3,273,11.03650146
"CS17-G2FE-011","NILASQ4G31I02S3/LH123HT","G2FE",1,3,275,10.76344198
"CS17-G2FE-012","2369/LH123HT","G2FE",1,3,277,12.00916514
"CS17-G2FE-013","DKB 64-69","G2FE",1,3,279,13.74569359
"CS17-G2FE-014","NILASQ4G31I01S2/LH123HT","G2FE",1,3,281,11.54470585
"CS17-G2FE-015","NILASQ4G71I07S2/LH123HT","G2FE",1,3,283,11.18230083
"CS17-G2FE-016","NILASQ4G71I12S3/LH123HT","G2FE",1,3,285,11.98115073
"CS17-G2FE-017","NILASQ4G71I08S3/LH123HT","G2FE",1,3,287,11.75910791
"CS17-G2FE-018","2369/LH123HT","G2FE",1,3,289,10.91408611
"CS17-G2FE-019","NILASQ4G71I09S2/LH123HT","G2FE",1,3,291,7.738667721
"CS17-G2FE-020","NILASQ4G71I03S2/LH123HT","G2FE",1,3,293,12.78291008
"CS17-G2FE-021","NILASQ4G71I06S2/LH123HT","G2FE",1,3,295,10.54346001
"CS17-G2FE-022","NILASQ4G71I05S2/LH123HT","G2FE",1,3,297,10.61688095
"CS17-G2FE-023","NILASQ4G71I01S2/LH123HT","G2FE",1,3,299,9.887960368
"CS17-G2FE-024","NILASQ4G71I10S2/LH123HT","G2FE",1,3,301,11.69652037
"CS17-G2FE-025","NILASQ4G71I02S2/LH123HT","G2FE",1,3,303,11.02115345
"CS17-G2FE-026","2369/LH123HT","G2FE",1,3,305,9.950373539
"CS17-G2FE-027","NILASQ4G71I11S3/LH123HT","G2FE",1,3,307,11.62336261
"CS17-G2FE-028","NILASQ4G71I04S2/LH123HT","G2FE",1,3,309,11.21418258
"CS17-G2FE-029","NILASQ4G11I06S3/LH123HT","G2FE",1,3,311,10.82846887
"CS17-G2FE-030","NILASQ4G11I05S2/LH123HT","G2FE",1,3,313,9.305824937
"CS17-G2FE-031","NILASQ4G11I10S2/LH123HT","G2FE",1,3,315,11.19095667
"CS17-G2FE-032","NILASQ4G11I07S3/LH123HT","G2FE",1,3,317,10.89987361
"CS17-G2FE-033","NILASQ4G11I04S2/LH123HT","G2FE",1,3,319,12.07355499
"CS17-G2FE-034","2369/LH123HT","G2FE",1,4,319,10.37479928
"CS17-G2FE-035","NILASQ4G11I12S3/LH123HT","G2FE",1,4,317,12.68798649
"CS17-G2FE-036","2369/LH123HT","G2FE",1,4,315,10.29018643
"CS17-G2FE-037","NILASQ4G11I09S2/LH123HT","G2FE",1,4,313,10.75747008
"CS17-G2FE-038","NILASQ4G11I11S2/LH123HT","G2FE",1,4,311,11.1556535
"CS17-G2FE-039","NILASQ4G11I02S2/LH123HT","G2FE",1,4,309,11.77507808
"CS17-G2FE-040","NILASQ4G11I03S2/LH123HT","G2FE",1,4,307,11.67470384
"CS17-G2FE-041","NILASQ4G11I01S3/LH123HT","G2FE",1,4,305,11.88575284
"CS17-G2FE-042","NILASQ4G11I08S3/LH123HT","G2FE",1,4,303,12.66414492
"CS17-G2FE-043","NILASQ4G21I12S2/LH123HT","G2FE",1,4,301,11.15760507
"CS17-G2FE-044","NILASQ4G21I03S2/LH123HT","G2FE",1,4,299,10.74794192
"CS17-G2FE-045","NILASQ4G21I06S2/LH123HT","G2FE",1,4,297,11.7214077
"CS17-G2FE-046","NILASQ4G21I01S2/LH123HT","G2FE",1,4,295,11.88297962
"CS17-G2FE-047","NILASQ4G21I11S2/LH123HT","G2FE",1,4,293,11.18214645
"CS17-G2FE-048","NILASQ4G21I04S2/LH123HT","G2FE",1,4,291,9.552459817
"CS17-G2FE-049","NILASQ4G21I09S2/LH123HT","G2FE",1,4,289,12.55256901
"CS17-G2FE-050","NILASQ4G21I07S2/LH123HT","G2FE",1,4,287,12.30075039
"CS17-G2FE-051","NILASQ4G21I05S2/LH123HT","G2FE",1,4,285,11.75930274
"CS17-G2FE-052","NILASQ4G21I08S2/LH123HT","G2FE",1,4,283,12.32882943
"CS17-G2FE-053","2369/LH123HT","G2FE",1,4,281,12.31692004
"CS17-G2FE-054","NILASQ4G21I02S2/LH123HT","G2FE",1,4,279,10.6005918
"CS17-G2FE-055","2369/LH123HT","G2FE",1,4,277,12.23799498
"CS17-G2FE-056","NILASQ4G21I10S2/LH123HT","G2FE",1,4,275,10.19442027
"CS17-G2FE-057","NILASQ4G51I02S3/LH123HT","G2FE",1,4,273,10.46605408
"CS17-G2FE-058","NILASQ4G51I12S2/LH123HT","G2FE",1,4,271,11.5600069
"CS17-G2FE-059","NILASQ4G51I04S3/LH123HT","G2FE",1,4,269,10.18243276
"CS17-G2FE-060","NILASQ4G51I03S2/LH123HT","G2FE",1,4,267,11.13653532
"CS17-G2FE-061","NILASQ4G51I01S2/LH123HT","G2FE",1,4,265,11.47187824
"CS17-G2FE-062","NILASQ4G51I09S3/LH123HT","G2FE",1,4,263,9.898060008
"CS17-G2FE-063","2369/LH123HT","G2FE",1,4,261,10.95806929
"CS17-G2FE-064","NILASQ4G51I05S3/LH123HT","G2FE",1,4,259,9.956877856
"CS17-G2FE-065","2369/LH123HT","G2FE",1,4,257,10.69916651
"CS17-G2FE-066","NILASQ4G51I06S2/LH123HT","G2FE",1,4,255,10.7753244
"CS17-G2FE-067","NILASQ4G51I07S3/LH123HT","G2FE",1,5,255,10.21593455
"CS17-G2FE-068","NILASQ4G51I08S3/LH123HT","G2FE",1,5,257,10.09965663
"CS17-G2FE-069","NILASQ4G51I11S2/LH123HT","G2FE",1,5,259,11.22725074
"CS17-G2FE-070","NILASQ4G51I10S2/LH123HT","G2FE",1,5,261,11.65412792
"CS17-G2FE-071","NILASQ4G41I11S2/LH123HT","G2FE",1,5,263,10.59818174
"CS17-G2FE-072","NILASQ4G41I09S2/LH123HT","G2FE",1,5,265,11.51504769
"CS17-G2FE-073","NILASQ4G41I02S3/LH123HT","G2FE",1,5,267,11.72186247
"CS17-G2FE-074","NILASQ4G41I07S2/LH123HT","G2FE",1,5,269,12.08979625
"CS17-G2FE-075","NILASQ4G41I08S2/LH123HT","G2FE",1,5,271,11.29362006
"CS17-G2FE-076","NILASQ4G41I04S3/LH123HT","G2FE",1,5,273,11.87104791
"CS17-G2FE-077","NILASQ4G41I10S2/LH123HT","G2FE",1,5,275,11.3585879
"CS17-G2FE-078","NILASQ4G41I06S3/LH123HT","G2FE",1,5,277,10.91098926
"CS17-G2FE-079","NILASQ4G41I05S3/LH123HT","G2FE",1,5,279,12.48676697
"CS17-G2FE-080","2369/LH123HT","G2FE",1,5,281,11.34667991
"CS17-G2FE-081","NILASQ4G41I03S2/LH123HT","G2FE",1,5,283,10.23369448
"CS17-G2FE-082","2369/LH123HT","G2FE",1,5,285,10.19024278
"CS17-G2FE-083","NILASQ4G41I01S2/LH123HT","G2FE",1,5,287,11.55180955
"CS17-G2FE-084","NILASQ4G41I12S3/LH123HT","G2FE",1,5,289,11.71237848
"CS17-G2FE-085","NILASQ4G61I01S2/LH123HT","G2FE",1,5,291,10.54254072
"CS17-G2FE-086","NILASQ4G61I03S3/LH123HT","G2FE",1,5,293,11.74797134
"CS17-G2FE-087","2369/LH123HT","G2FE",1,5,295,11.29562139
"CS17-G2FE-088","NILASQ4G61I02S3/LH123HT","G2FE",1,5,297,11.48418474
"CS17-G2FE-089","NILASQ4G61I06S3/LH123HT","G2FE",1,5,299,10.96076532
"CS17-G2FE-090","NILASQ4G61I09S2/LH123HT","G2FE",1,5,301,11.22524941
"CS17-G2FE-091","NILASQ4G61I10S3/LH123HT","G2FE",1,5,303,11.15605479
"CS17-G2FE-092","NILASQ4G61I08S2/LH123HT","G2FE",1,5,305,11.73326083
"CS17-G2FE-093","2369/LH123HT","G2FE",1,5,307,11.48017697
"CS17-G2FE-094","NILASQ4G61I04S3/LH123HT","G2FE",1,5,309,11.52860409
"CS17-G2FE-095","NILASQ4G61I11S2/LH123HT","G2FE",1,5,311,12.55347063
"CS17-G2FE-096","NILASQ4G61I05S3/LH123HT","G2FE",1,5,313,11.46167305
"CS17-G2FE-097","NILASQ4G61I07S3/LH123HT","G2FE",1,5,315,10.72974722
"CS17-G2FE-098","NILASQ4G61I12S2/LH123HT","G2FE",1,5,317,10.69318624
"CS17-G2FE-099","2369/LH123HT","G2FE",1,5,319,11.70412393
"CS17-G2FE-100","2369/3IIH6","G2FE",1,6,319,9.841421116
"CS17-G2FE-101","B14A/OH43","G2FE",1,6,317,13.17864066
"CS17-G2FE-102","LH198/PHZ51","G2FE",1,6,315,9.715840557
"CS17-G2FE-103","TX714/PHZ51","G2FE",1,6,313,9.994319062
"CS17-G2FE-104","REV28HR20 (2016)","G2FE",1,6,311,16.02979551
"CS17-G2FE-105","PHG29/PHG47","G2FE",1,6,309,9.569680819
"CS17-G2FE-106","GEMN-0260/3IIH6","G2FE",1,6,307,8.406987676
"CS17-G2FE-107","PHP02/PHB47","G2FE",1,6,305,9.992393993
"CS17-G2FE-108","PHG80/PHZ51","G2FE",1,6,303,8.976255831
"CS17-G2FE-109","G7601VTTP (2017)","G2FE",1,6,301,14.00278802
"CS17-G2FE-110","LH123HT/3IIH6","G2FE",1,6,299,10.25062532
"CS17-G2FE-111","PB80/PHZ51","G2FE",1,6,297,11.09796791
"CS17-G2FE-112","F42/H95","G2FE",1,6,295,11.51165604
"CS17-G2FE-113","GEMN-0268/3IIH6","G2FE",1,6,293,10.67973726
"CS17-G2FE-114","B37/OH43","G2FE",1,6,291,9.742951022
"CS17-G2FE-115","B14A/MO17","G2FE",1,6,289,12.55385936
"CS17-G2FE-116","W10004_0216/PHZ51","G2FE",1,6,287,10.1668211
"CS17-G2FE-117","PHB47/PHZ51","G2FE",1,6,285,10.19066499
"CS17-G2FE-118","PHN11_OH43_0001/PHB47","G2FE",1,6,283,9.248402067
"CS17-G2FE-119","B73/PHZ51","G2FE",1,6,281,10.9075962
"CS17-G2FE-120","PHG39/TX205","G2FE",1,6,279,10.96142933
"CS17-G2FE-121","PHN11_PHG47_0251/PHB47","G2FE",1,6,277,9.231865999
"CS17-G2FE-122","LH74/PHN82","G2FE",1,6,275,10.99355195
"CS17-G2FE-123","LH195/LH82","G2FE",1,6,273,11.59971541
"CS17-G2FE-124","PHG39/PHN82","G2FE",1,6,271,10.83013494
"CS17-G2FE-125","F42/MO17","G2FE",1,6,269,12.45208596
"CS17-G2FE-126","B73/MO17","G2FE",1,6,267,12.76940576
"CS17-G2FE-127","PHW52/PHM49","G2FE",1,6,265,11.39290529
"CS17-G2FE-128","LH195/PHN37","G2FE",1,6,263,12.2568058
"CS17-G2FE-129","2369/PHN82","G2FE",1,6,261,13.59692013
"CS17-G2FE-130","F42/OH43","G2FE",1,6,259,12.53317881
"CS17-G2FE-131","W10001_0022/PHB47","G2FE",1,6,257,9.478316742
"CS17-G2FE-132","G6611 VTTP (2017)","G2FE",1,6,255,13.98179825
"CS17-G2FE-133","W37A/PHB47","G2FE",1,7,255,9.532490243
"CS17-G2FE-134","PHP02/PHG47","G2FE",1,7,257,8.737355639
"CS17-G2FE-135","CG44/CGR01","G2FE",1,7,259,7.446905306
"CS17-G2FE-136","PHN11_PHW65_0323/LH195","G2FE",1,7,261,11.15981193
"CS17-G2FE-137","W10005_0107/PHB47","G2FE",1,7,263,8.254386395
"CS17-G2FE-138","LH216/LH195","G2FE",1,7,265,13.54351666
"CS17-G2FE-139","B73/PHM49","G2FE",1,7,267,11.20160267
"CS17-G2FE-140","B37/MO17","G2FE",1,7,269,11.58735777
"CS17-G2FE-141","LH198/PHN37","G2FE",1,7,271,9.882753381
"CS17-G2FE-142","VA35/LH195","G2FE",1,7,273,11.25753385
"CS17-G2FE-143","B37/H95","G2FE",1,7,275,10.58280722
"CS17-G2FE-144","DKB 64-69 (2016)","G2FE",1,7,277,14.13390385
"CS17-G2FE-145","B73/PHN82","G2FE",1,7,279,13.18500083
"CS17-G2FE-146","CG60/LH162","G2FE",1,7,281,3.566676668
"CS17-G2FE-147","CGR03/CG108","G2FE",1,7,283,8.574776546
"CS17-G2FE-148","WF9/H95","G2FE",1,7,285,11.68246039
"CS17-G2FE-149","PHW52/PHN82","G2FE",1,7,287,11.54564607
"CS17-G2FE-150","LH212HT/LH195","G2FE",1,7,289,11.52997768
"CS17-G2FE-151","B97/PHB47","G2FE",1,7,291,10.06538156
"CS17-G2FE-152","B14A/H95","G2FE",1,7,293,12.26077683
"CS17-G2FE-153","PHHB9/LH185","G2FE",1,7,295,10.04948997
"CS17-G2FE-154","PHW52/LH210","G2FE",1,7,297,11.6288844
"CS17-G2FE-155","PHW52/PHM57","G2FE",1,7,299,9.850056029
"CS17-G2FE-156","PHW52/PHR63","G2FE",1,7,301,11.00882882
